Sexo;Grupos de edad;Hábitat de procedencia;Valor absoluto y porcentaje;periodo;Total
Varones;Total (edad);Urbano (procedencia);Porcentaje;2013;100,0
Varones;Total (edad);Urbano (procedencia);Porcentaje;2012;100,0
Varones;Total (edad);Urbano (procedencia);Porcentaje;2011;100,0
Varones;Total (edad);Urbano (procedencia);Porcentaje;2010;100,0
Varones;Total (edad);Urbano (procedencia);Porcentaje;2009;100,0
Varones;Total (edad);Urbano (procedencia);Porcentaje;2008;100,0
Varones;Total (edad);Urbano (procedencia);Porcentaje;2007;100,0
Varones;Total (edad);Urbano (procedencia);Porcentaje;2006;100,0
Varones;Total (edad);Extranjero (procedencia);Valor absoluto;2020;69,5
Varones;Total (edad);Extranjero (procedencia);Valor absoluto;2019;66,6
Varones;Total (edad);Extranjero (procedencia);Valor absoluto;2018;60,4
Varones;Total (edad);Extranjero (procedencia);Valor absoluto;2017;65,9
Varones;Total (edad);Extranjero (procedencia);Valor absoluto;2016;54,4
Varones;Total (edad);Extranjero (procedencia);Valor absoluto;2015;49,7
Varones;Total (edad);Extranjero (procedencia);Valor absoluto;2014;33,8
Varones;Total (edad);Extranjero (procedencia);Valor absoluto;2013;33,1
Varones;Total (edad);Extranjero (procedencia);Valor absoluto;2012;44,6
Varones;Total (edad);Extranjero (procedencia);Valor absoluto;2011;35,9
Varones;Total (edad);Extranjero (procedencia);Valor absoluto;2010;39,5
Varones;Total (edad);Extranjero (procedencia);Valor absoluto;2009;61,6
Varones;Total (edad);Extranjero (procedencia);Valor absoluto;2008;89,4
Varones;Total (edad);Extranjero (procedencia);Valor absoluto;2007;84,7
Varones;Total (edad);Extranjero (procedencia);Valor absoluto;2006;103,6
Varones;Total (edad);Extranjero (procedencia);Porcentaje;2020;100,0
Varones;Total (edad);Extranjero (procedencia);Porcentaje;2019;100,0
Varones;Total (edad);Extranjero (procedencia);Porcentaje;2018;100,0
Varones;Total (edad);Extranjero (procedencia);Porcentaje;2017;100,0
Varones;Total (edad);Extranjero (procedencia);Porcentaje;2016;100,0
Varones;Total (edad);Extranjero (procedencia);Porcentaje;2015;100,0
Varones;Total (edad);Extranjero (procedencia);Porcentaje;2014;100,0
Varones;Total (edad);Extranjero (procedencia);Porcentaje;2013;100,0
Varones;Total (edad);Extranjero (procedencia);Porcentaje;2012;100,0
Varones;Total (edad);Extranjero (procedencia);Porcentaje;2011;100,0
Varones;Total (edad);Extranjero (procedencia);Porcentaje;2010;100,0
Varones;Total (edad);Extranjero (procedencia);Porcentaje;2009;100,0
Varones;Total (edad);Extranjero (procedencia);Porcentaje;2008;100,0
Varones;Total (edad);Extranjero (procedencia);Porcentaje;2007;100,0
Varones;Total (edad);Extranjero (procedencia);Porcentaje;2006;100,0
Varones;De 0 a 15;Total (procedencia);Valor absoluto;2020;9,5
Varones;De 0 a 15;Total (procedencia);Valor absoluto;2019;14,6
Varones;De 0 a 15;Total (procedencia);Valor absoluto;2018;23,5
Varones;De 0 a 15;Total (procedencia);Valor absoluto;2017;35,0
Varones;De 0 a 15;Total (procedencia);Valor absoluto;2016;42,0
Varones;De 0 a 15;Total (procedencia);Valor absoluto;2015;32,1
Varones;De 0 a 15;Total (procedencia);Valor absoluto;2014;35,3
Varones;De 0 a 15;Total (procedencia);Valor absoluto;2013;21,6
Varones;De 0 a 15;Total (procedencia);Valor absoluto;2012;31,5
Varones;De 0 a 15;Total (procedencia);Valor absoluto;2011;25,1
Varones;De 0 a 15;Total (procedencia);Valor absoluto;2010;37,3
Varones;De 0 a 15;Total (procedencia);Valor absoluto;2009;29,1
Varones;De 0 a 15;Total (procedencia);Valor absoluto;2008;45,3
Varones;De 0 a 15;Total (procedencia);Valor absoluto;2007;50,5
Varones;De 0 a 15;Total (procedencia);Valor absoluto;2006;53,0
Varones;De 0 a 15;Total (procedencia);Porcentaje;2020;5,2
Varones;De 0 a 15;Total (procedencia);Porcentaje;2019;6,8
Varones;De 0 a 15;Total (procedencia);Porcentaje;2018;10,2
Varones;De 0 a 15;Total (procedencia);Porcentaje;2017;16,5
Varones;De 0 a 15;Total (procedencia);Porcentaje;2016;19,2
Varones;De 0 a 15;Total (procedencia);Porcentaje;2015;15,1
Varones;De 0 a 15;Total (procedencia);Porcentaje;2014;16,1
Varones;De 0 a 15;Total (procedencia);Porcentaje;2013;12,5
Varones;De 0 a 15;Total (procedencia);Porcentaje;2012;14,2
Varones;De 0 a 15;Total (procedencia);Porcentaje;2011;11,6
Varones;De 0 a 15;Total (procedencia);Porcentaje;2010;15,9
Varones;De 0 a 15;Total (procedencia);Porcentaje;2009;10,7
Varones;De 0 a 15;Total (procedencia);Porcentaje;2008;15,5
Varones;De 0 a 15;Total (procedencia);Porcentaje;2007;13,1
Varones;De 0 a 15;Total (procedencia);Porcentaje;2006;13,9
Varones;De 0 a 15;Rural (procedencia);Valor absoluto;2020;1,0
Varones;De 0 a 15;Rural (procedencia);Valor absoluto;2019;2,8
Varones;De 0 a 15;Rural (procedencia);Valor absoluto;2018;6,0
Varones;De 0 a 15;Rural (procedencia);Valor absoluto;2017;4,3
Varones;De 0 a 15;Rural (procedencia);Valor absoluto;2016;3,2
Varones;De 0 a 15;Rural (procedencia);Valor absoluto;2015;8,7
Varones;De 0 a 15;Rural (procedencia);Valor absoluto;2014;6,7
Varones;De 0 a 15;Rural (procedencia);Valor absoluto;2013;6,3
Varones;De 0 a 15;Rural (procedencia);Valor absoluto;2012;2,4
Varones;De 0 a 15;Rural (procedencia);Valor absoluto;2011;5,5
Varones;De 0 a 15;Rural (procedencia);Valor absoluto;2010;6,7
Varones;De 0 a 15;Rural (procedencia);Valor absoluto;2009;3,4
Varones;De 0 a 15;Rural (procedencia);Valor absoluto;2008;3,1
Varones;De 0 a 15;Rural (procedencia);Valor absoluto;2007;8,9
Varones;De 0 a 15;Rural (procedencia);Valor absoluto;2006;8,2
Varones;De 0 a 15;Rural (procedencia);Porcentaje;2020;4,2
Varones;De 0 a 15;Rural (procedencia);Porcentaje;2019;12,3
Varones;De 0 a 15;Rural (procedencia);Porcentaje;2018;15,0
Varones;De 0 a 15;Rural (procedencia);Porcentaje;2017;18,4
Varones;De 0 a 15;Rural (procedencia);Porcentaje;2016;10,0
Varones;De 0 a 15;Rural (procedencia);Porcentaje;2015;20,5
Varones;De 0 a 15;Rural (procedencia);Porcentaje;2014;19,7
Varones;De 0 a 15;Rural (procedencia);Porcentaje;2013;19,1
Varones;De 0 a 15;Rural (procedencia);Porcentaje;2012;7,8
Varones;De 0 a 15;Rural (procedencia);Porcentaje;2011;13,5
Varones;De 0 a 15;Rural (procedencia);Porcentaje;2010;16,1
Varones;De 0 a 15;Rural (procedencia);Porcentaje;2009;8,7
Varones;De 0 a 15;Rural (procedencia);Porcentaje;2008;7,5
Varones;De 0 a 15;Rural (procedencia);Porcentaje;2007;12,5
Varones;De 0 a 15;Rural (procedencia);Porcentaje;2006;14,5
Varones;De 0 a 15;Urbano (procedencia);Valor absoluto;2020;3,4
Varones;De 0 a 15;Urbano (procedencia);Valor absoluto;2019;3,3
Varones;De 0 a 15;Urbano (procedencia);Valor absoluto;2018;16,0
Varones;De 0 a 15;Urbano (procedencia);Valor absoluto;2017;17,4
Varones;De 0 a 15;Urbano (procedencia);Valor absoluto;2016;27,1
Varones;De 0 a 15;Urbano (procedencia);Valor absoluto;2015;16,2
Varones;De 0 a 15;Urbano (procedencia);Valor absoluto;2014;20,0
Varones;De 0 a 15;Urbano (procedencia);Valor absoluto;2013;11,5
Varones;De 0 a 15;Urbano (procedencia);Valor absoluto;2012;23,0
Varones;De 0 a 15;Urbano (procedencia);Valor absoluto;2011;14,5
Varones;De 0 a 15;Urbano (procedencia);Valor absoluto;2010;18,3
Varones;De 0 a 15;Urbano (procedencia);Valor absoluto;2009;15,4
Varones;De 0 a 15;Urbano (procedencia);Valor absoluto;2008;19,9
Varones;De 0 a 15;Urbano (procedencia);Valor absoluto;2007;23,8
Varones;De 0 a 15;Urbano (procedencia);Valor absoluto;2006;27,0
Varones;De 0 a 15;Urbano (procedencia);Porcentaje;2020;3,8
Varones;De 0 a 15;Urbano (procedencia);Porcentaje;2019;2,7
Varones;De 0 a 15;Urbano (procedencia);Porcentaje;2018;12,3
Varones;De 0 a 15;Urbano (procedencia);Porcentaje;2017;14,1
Varones;De 0 a 15;Urbano (procedencia);Porcentaje;2016;20,6
Varones;De 0 a 15;Urbano (procedencia);Porcentaje;2015;13,5
Varones;De 0 a 15;Urbano (procedencia);Porcentaje;2014;13,2
Varones;De 0 a 15;Urbano (procedencia);Porcentaje;2013;10,8
Varones;De 0 a 15;Urbano (procedencia);Porcentaje;2012;15,6
Varones;De 0 a 15;Urbano (procedencia);Porcentaje;2011;10,4
Varones;De 0 a 15;Urbano (procedencia);Porcentaje;2010;11,9
Varones;De 0 a 15;Urbano (procedencia);Porcentaje;2009;9,0
Varones;De 0 a 15;Urbano (procedencia);Porcentaje;2008;12,3
Varones;De 0 a 15;Urbano (procedencia);Porcentaje;2007;10,4
Varones;De 0 a 15;Urbano (procedencia);Porcentaje;2006;12,1
Varones;De 0 a 15;Extranjero (procedencia);Valor absoluto;2020;5,0
Varones;De 0 a 15;Extranjero (procedencia);Valor absoluto;2019;8,4
Varones;De 0 a 15;Extranjero (procedencia);Valor absoluto;2018;1,6
Varones;De 0 a 15;Extranjero (procedencia);Valor absoluto;2017;13,4
Varones;De 0 a 15;Extranjero (procedencia);Valor absoluto;2016;11,6
Varones;De 0 a 15;Extranjero (procedencia);Valor absoluto;2015;7,2
Varones;De 0 a 15;Extranjero (procedencia);Valor absoluto;2014;8,6
Varones;De 0 a 15;Extranjero (procedencia);Valor absoluto;2013;3,8
Varones;De 0 a 15;Extranjero (procedencia);Valor absoluto;2012;6,1
Varones;De 0 a 15;Extranjero (procedencia);Valor absoluto;2011;5,1
Varones;De 0 a 15;Extranjero (procedencia);Valor absoluto;2010;12,3
Varones;De 0 a 15;Extranjero (procedencia);Valor absoluto;2009;10,3
Varones;De 0 a 15;Extranjero (procedencia);Valor absoluto;2008;22,3
Varones;De 0 a 15;Extranjero (procedencia);Valor absoluto;2007;17,8
Varones;De 0 a 15;Extranjero (procedencia);Valor absoluto;2006;17,8
Varones;De 0 a 15;Extranjero (procedencia);Porcentaje;2020;7,3
Varones;De 0 a 15;Extranjero (procedencia);Porcentaje;2019;12,7
Varones;De 0 a 15;Extranjero (procedencia);Porcentaje;2018;2,6
Varones;De 0 a 15;Extranjero (procedencia);Porcentaje;2017;20,4
Varones;De 0 a 15;Extranjero (procedencia);Porcentaje;2016;21,4
Varones;De 0 a 15;Extranjero (procedencia);Porcentaje;2015;14,5
Varones;De 0 a 15;Extranjero (procedencia);Porcentaje;2014;25,4
Varones;De 0 a 15;Extranjero (procedencia);Porcentaje;2013;11,5
Varones;De 0 a 15;Extranjero (procedencia);Porcentaje;2012;13,7
Varones;De 0 a 15;Extranjero (procedencia);Porcentaje;2011;14,1
Varones;De 0 a 15;Extranjero (procedencia);Porcentaje;2010;31,2
Varones;De 0 a 15;Extranjero (procedencia);Porcentaje;2009;16,7
Varones;De 0 a 15;Extranjero (procedencia);Porcentaje;2008;24,9
Varones;De 0 a 15;Extranjero (procedencia);Porcentaje;2007;21,0
Varones;De 0 a 15;Extranjero (procedencia);Porcentaje;2006;17,2
Varones;De 16 a 19;Total (procedencia);Valor absoluto;2020;6,1
Varones;De 16 a 19;Total (procedencia);Valor absoluto;2019;13,3
Varones;De 16 a 19;Total (procedencia);Valor absoluto;2018;12,8
Varones;De 16 a 19;Total (procedencia);Valor absoluto;2017;6,4
Varones;De 16 a 19;Total (procedencia);Valor absoluto;2016;11,1
Varones;De 16 a 19;Total (procedencia);Valor absoluto;2015;8,1
Varones;De 16 a 19;Total (procedencia);Valor absoluto;2014;6,2
Varones;De 16 a 19;Total (procedencia);Valor absoluto;2013;10,8
Varones;De 16 a 19;Total (procedencia);Valor absoluto;2012;6,8
Varones;De 16 a 19;Total (procedencia);Valor absoluto;2011;17,5
Varones;De 16 a 19;Total (procedencia);Valor absoluto;2010;25,6
Varones;De 16 a 19;Total (procedencia);Valor absoluto;2009;12,5
Varones;De 16 a 19;Total (procedencia);Valor absoluto;2008;21,0
Varones;De 16 a 19;Total (procedencia);Valor absoluto;2007;18,3
Varones;De 16 a 19;Total (procedencia);Valor absoluto;2006;19,2
Varones;De 16 a 19;Total (procedencia);Porcentaje;2020;3,3
Varones;De 16 a 19;Total (procedencia);Porcentaje;2019;6,2
Varones;De 16 a 19;Total (procedencia);Porcentaje;2018;5,6
Varones;De 16 a 19;Total (procedencia);Porcentaje;2017;3,0
Varones;De 16 a 19;Total (procedencia);Porcentaje;2016;5,1
Varones;De 16 a 19;Total (procedencia);Porcentaje;2015;3,8
Varones;De 16 a 19;Total (procedencia);Porcentaje;2014;2,8
Varones;De 16 a 19;Total (procedencia);Porcentaje;2013;6,3
Varones;De 16 a 19;Total (procedencia);Porcentaje;2012;3,0
Varones;De 16 a 19;Total (procedencia);Porcentaje;2011;8,1
Varones;De 16 a 19;Total (procedencia);Porcentaje;2010;10,9
Varones;De 16 a 19;Total (procedencia);Porcentaje;2009;4,6
Varones;De 16 a 19;Total (procedencia);Porcentaje;2008;7,2
Varones;De 16 a 19;Total (procedencia);Porcentaje;2007;4,7
Varones;De 16 a 19;Total (procedencia);Porcentaje;2006;5,0
Varones;De 16 a 19;Rural (procedencia);Valor absoluto;2020;0,4
Varones;De 16 a 19;Rural (procedencia);Valor absoluto;2019;0,4
Varones;De 16 a 19;Rural (procedencia);Valor absoluto;2018;0,3
Varones;De 16 a 19;Rural (procedencia);Valor absoluto;2017;0,7
Varones;De 16 a 19;Rural (procedencia);Valor absoluto;2016;3,1
Varones;De 16 a 19;Rural (procedencia);Valor absoluto;2015;0,7
Varones;De 16 a 19;Rural (procedencia);Valor absoluto;2014;0,1
Varones;De 16 a 19;Rural (procedencia);Valor absoluto;2013;1,3
Varones;De 16 a 19;Rural (procedencia);Valor absoluto;2012;1,6
Varones;De 16 a 19;Rural (procedencia);Valor absoluto;2011;1,3
Varones;De 16 a 19;Rural (procedencia);Valor absoluto;2010;5,4
Varones;De 16 a 19;Rural (procedencia);Valor absoluto;2009;3,6
Varones;De 16 a 19;Rural (procedencia);Valor absoluto;2008;1,7
Varones;De 16 a 19;Rural (procedencia);Valor absoluto;2007;0,8
Varones;De 16 a 19;Rural (procedencia);Valor absoluto;2006;1,6
Varones;De 16 a 19;Rural (procedencia);Porcentaje;2020;1,8
Varones;De 16 a 19;Rural (procedencia);Porcentaje;2019;1,6
Varones;De 16 a 19;Rural (procedencia);Porcentaje;2018;0,8
Varones;De 16 a 19;Rural (procedencia);Porcentaje;2017;3,2
Varones;De 16 a 19;Rural (procedencia);Porcentaje;2016;9,5
Varones;De 16 a 19;Rural (procedencia);Porcentaje;2015;1,7
Varones;De 16 a 19;Rural (procedencia);Porcentaje;2014;0,4
Varones;De 16 a 19;Rural (procedencia);Porcentaje;2013;3,9
Varones;De 16 a 19;Rural (procedencia);Porcentaje;2012;5,4
Varones;De 16 a 19;Rural (procedencia);Porcentaje;2011;3,3
Varones;De 16 a 19;Rural (procedencia);Porcentaje;2010;13,1
Varones;De 16 a 19;Rural (procedencia);Porcentaje;2009;9,1
Varones;De 16 a 19;Rural (procedencia);Porcentaje;2008;4,1
Varones;De 16 a 19;Rural (procedencia);Porcentaje;2007;1,2
Varones;De 16 a 19;Rural (procedencia);Porcentaje;2006;2,8
Varones;De 16 a 19;Urbano (procedencia);Valor absoluto;2020;1,5
Varones;De 16 a 19;Urbano (procedencia);Valor absoluto;2019;4,8
Varones;De 16 a 19;Urbano (procedencia);Valor absoluto;2018;6,3
Varones;De 16 a 19;Urbano (procedencia);Valor absoluto;2017;0,9
Varones;De 16 a 19;Urbano (procedencia);Valor absoluto;2016;3,3
Varones;De 16 a 19;Urbano (procedencia);Valor absoluto;2015;5,7
Varones;De 16 a 19;Urbano (procedencia);Valor absoluto;2014;2,1
Varones;De 16 a 19;Urbano (procedencia);Valor absoluto;2013;5,4
Varones;De 16 a 19;Urbano (procedencia);Valor absoluto;2012;2,3
Varones;De 16 a 19;Urbano (procedencia);Valor absoluto;2011;3,5
Varones;De 16 a 19;Urbano (procedencia);Valor absoluto;2010;13,4
Varones;De 16 a 19;Urbano (procedencia);Valor absoluto;2009;2,8
Varones;De 16 a 19;Urbano (procedencia);Valor absoluto;2008;8,8
Varones;De 16 a 19;Urbano (procedencia);Valor absoluto;2007;6,5
Varones;De 16 a 19;Urbano (procedencia);Valor absoluto;2006;9,0
Varones;De 16 a 19;Urbano (procedencia);Porcentaje;2020;1,7
Varones;De 16 a 19;Urbano (procedencia);Porcentaje;2019;3,9
Varones;De 16 a 19;Urbano (procedencia);Porcentaje;2018;4,9
Varones;De 16 a 19;Urbano (procedencia);Porcentaje;2017;0,7
Varones;De 16 a 19;Urbano (procedencia);Porcentaje;2016;2,5
Varones;De 16 a 19;Urbano (procedencia);Porcentaje;2015;4,8
Varones;De 16 a 19;Urbano (procedencia);Porcentaje;2014;1,4
Varones;De 16 a 19;Urbano (procedencia);Porcentaje;2013;5,1
Varones;De 16 a 19;Urbano (procedencia);Porcentaje;2012;1,6
Varones;De 16 a 19;Urbano (procedencia);Porcentaje;2011;2,5
Varones;De 16 a 19;Urbano (procedencia);Porcentaje;2010;8,7
Varones;De 16 a 19;Urbano (procedencia);Porcentaje;2009;1,6
Varones;De 16 a 19;Urbano (procedencia);Porcentaje;2008;5,5
Varones;De 16 a 19;Urbano (procedencia);Porcentaje;2007;2,8
Varones;De 16 a 19;Urbano (procedencia);Porcentaje;2006;4,0
Varones;De 16 a 19;Extranjero (procedencia);Valor absoluto;2020;4,1
Varones;De 16 a 19;Extranjero (procedencia);Valor absoluto;2019;8,1
Varones;De 16 a 19;Extranjero (procedencia);Valor absoluto;2018;6,2
Varones;De 16 a 19;Extranjero (procedencia);Valor absoluto;2017;4,8
Varones;De 16 a 19;Extranjero (procedencia);Valor absoluto;2016;4,7
Varones;De 16 a 19;Extranjero (procedencia);Valor absoluto;2015;1,7
Varones;De 16 a 19;Extranjero (procedencia);Valor absoluto;2014;3,9
Varones;De 16 a 19;Extranjero (procedencia);Valor absoluto;2013;4,1
Varones;De 16 a 19;Extranjero (procedencia);Valor absoluto;2012;2,8
Varones;De 16 a 19;Extranjero (procedencia);Valor absoluto;2011;12,6
Varones;De 16 a 19;Extranjero (procedencia);Valor absoluto;2010;6,8
Varones;De 16 a 19;Extranjero (procedencia);Valor absoluto;2009;6,2
Varones;De 16 a 19;Extranjero (procedencia);Valor absoluto;2008;10,5
Varones;De 16 a 19;Extranjero (procedencia);Valor absoluto;2007;10,9
Varones;De 16 a 19;Extranjero (procedencia);Valor absoluto;2006;8,6
Varones;De 16 a 19;Extranjero (procedencia);Porcentaje;2020;5,9
Varones;De 16 a 19;Extranjero (procedencia);Porcentaje;2019;12,2
Varones;De 16 a 19;Extranjero (procedencia);Porcentaje;2018;10,2
Varones;De 16 a 19;Extranjero (procedencia);Porcentaje;2017;7,3
Varones;De 16 a 19;Extranjero (procedencia);Porcentaje;2016;8,7
Varones;De 16 a 19;Extranjero (procedencia);Porcentaje;2015;3,4
Varones;De 16 a 19;Extranjero (procedencia);Porcentaje;2014;11,6
Varones;De 16 a 19;Extranjero (procedencia);Porcentaje;2013;12,5
Varones;De 16 a 19;Extranjero (procedencia);Porcentaje;2012;6,2
Varones;De 16 a 19;Extranjero (procedencia);Porcentaje;2011;35,1
Varones;De 16 a 19;Extranjero (procedencia);Porcentaje;2010;17,1
Varones;De 16 a 19;Extranjero (procedencia);Porcentaje;2009;10,0
Varones;De 16 a 19;Extranjero (procedencia);Porcentaje;2008;11,8
Varones;De 16 a 19;Extranjero (procedencia);Porcentaje;2007;12,9
Varones;De 16 a 19;Extranjero (procedencia);Porcentaje;2006;8,3
Varones;De 20 a 29;Total (procedencia);Valor absoluto;2020;54,4
Varones;De 20 a 29;Total (procedencia);Valor absoluto;2019;58,7
Varones;De 20 a 29;Total (procedencia);Valor absoluto;2018;56,0
Varones;De 20 a 29;Total (procedencia);Valor absoluto;2017;57,5
Varones;De 20 a 29;Total (procedencia);Valor absoluto;2016;49,8
Varones;De 20 a 29;Total (procedencia);Valor absoluto;2015;57,8
Varones;De 20 a 29;Total (procedencia);Valor absoluto;2014;74,1
Varones;De 20 a 29;Total (procedencia);Valor absoluto;2013;52,5
Varones;De 20 a 29;Total (procedencia);Valor absoluto;2012;67,2
Varones;De 20 a 29;Total (procedencia);Valor absoluto;2011;50,7
Varones;De 20 a 29;Total (procedencia);Valor absoluto;2010;61,0
Varones;De 20 a 29;Total (procedencia);Valor absoluto;2009;86,1
Varones;De 20 a 29;Total (procedencia);Valor absoluto;2008;91,3
Varones;De 20 a 29;Total (procedencia);Valor absoluto;2007;144,0
Varones;De 20 a 29;Total (procedencia);Valor absoluto;2006;112,9
Varones;De 20 a 29;Total (procedencia);Porcentaje;2020;29,6
Varones;De 20 a 29;Total (procedencia);Porcentaje;2019;27,5
Varones;De 20 a 29;Total (procedencia);Porcentaje;2018;24,3
Varones;De 20 a 29;Total (procedencia);Porcentaje;2017;27,1
Varones;De 20 a 29;Total (procedencia);Porcentaje;2016;22,8
Varones;De 20 a 29;Total (procedencia);Porcentaje;2015;27,3
Varones;De 20 a 29;Total (procedencia);Porcentaje;2014;33,9
Varones;De 20 a 29;Total (procedencia);Porcentaje;2013;30,4
Varones;De 20 a 29;Total (procedencia);Porcentaje;2012;30,2
Varones;De 20 a 29;Total (procedencia);Porcentaje;2011;23,5
Varones;De 20 a 29;Total (procedencia);Porcentaje;2010;26,0
Varones;De 20 a 29;Total (procedencia);Porcentaje;2009;31,6
Varones;De 20 a 29;Total (procedencia);Porcentaje;2008;31,2
Varones;De 20 a 29;Total (procedencia);Porcentaje;2007;37,4
Varones;De 20 a 29;Total (procedencia);Porcentaje;2006;29,5
Varones;De 20 a 29;Rural (procedencia);Valor absoluto;2020;5,6
Varones;De 20 a 29;Rural (procedencia);Valor absoluto;2019;5,2
Varones;De 20 a 29;Rural (procedencia);Valor absoluto;2018;6,4
Varones;De 20 a 29;Rural (procedencia);Valor absoluto;2017;2,7
Varones;De 20 a 29;Rural (procedencia);Valor absoluto;2016;5,9
Varones;De 20 a 29;Rural (procedencia);Valor absoluto;2015;5,1
Varones;De 20 a 29;Rural (procedencia);Valor absoluto;2014;6,7
Varones;De 20 a 29;Rural (procedencia);Valor absoluto;2013;5,6
Varones;De 20 a 29;Rural (procedencia);Valor absoluto;2012;9,0
Varones;De 20 a 29;Rural (procedencia);Valor absoluto;2011;7,4
Varones;De 20 a 29;Rural (procedencia);Valor absoluto;2010;10,2
Varones;De 20 a 29;Rural (procedencia);Valor absoluto;2009;10,8
Varones;De 20 a 29;Rural (procedencia);Valor absoluto;2008;10,4
Varones;De 20 a 29;Rural (procedencia);Valor absoluto;2007;28,7
Varones;De 20 a 29;Rural (procedencia);Valor absoluto;2006;14,3
Varones;De 20 a 29;Rural (procedencia);Porcentaje;2020;23,8
Varones;De 20 a 29;Rural (procedencia);Porcentaje;2019;22,9
